Index,p_t,q_t,cluster_safety_t,q_cluster_t,Action,Y_t,Success,FP,FN,Misclassified,SSM decision,Weakest Link decision
1273,0.3930211067199707,3.929410546807341e-06,0.5302332629857857,1.1813486666832168e-10,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1274,0.2989899814128876,3.363549212793622e-12,0.9408833318147062,0.7676347268412219,OFFLOADED,1.0,No,1.0,0.0,0.0,False,False
1275,0.42430663108825684,4.62777967551113e-05,1.0,1.0,OFFLOADED,1.0,No,1.0,1.0,1.0,False,True
1276,0.2953298091888428,9.655899225915036e-13,0.493223056028355,4.203458578840043e-12,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1277,0.34774377942085266,2.8312779434262393e-08,0.899488259452244,0.4283230843947054,OFFLOADED,0.0,Yes,0.0,0.0,0.0,False,False
1278,0.25414547324180603,2.3951037422654347e-21,0.26475128343732646,1.8187085386743758e-19,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1279,0.718501627445221,0.42356733278191605,1.0,1.0,OFFLOADED,1.0,No,1.0,1.0,1.0,False,True
1280,0.3794688880443573,1.0008188445963686e-06,0.805893255734022,0.013256079690982197,OFFLOADED,1.0,No,1.0,0.0,0.0,False,False
1281,0.6430656909942627,0.15144333543183103,0.9283174215143921,0.6848097299499911,ACCEPTED,0.0,Yes,0.0,0.0,0.0,True,True
1282,0.3961144685745239,4.575877545189621e-06,0.7390676836765127,0.00033880193744671776,OFFLOADED,1.0,No,1.0,0.0,0.0,False,False
1283,0.26738739013671875,1.010182557528398e-17,0.19018762606059525,1.647656052220792e-20,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1284,0.9012522101402283,0.9865777816784814,0.8533525191488002,0.11714103956922521,OFFLOADED,0.0,Yes,0.0,0.0,0.0,True,False
1285,0.27455055713653564,2.7177061228297955e-16,0.5465811986447803,3.987572209688855e-10,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1286,0.705089271068573,0.3634766395326161,0.8868256793268783,0.3504018414671803,OFFLOADED,0.0,Yes,0.0,0.0,0.0,True,False
1287,0.8795084357261658,0.9755016583171395,1.0,1.0,ACCEPTED,0.0,Yes,0.0,0.0,0.0,True,True
1288,0.9107446074485779,0.9906056940349589,0.9266864898218299,0.6945384834946827,OFFLOADED,0.0,Yes,0.0,0.0,0.0,True,False
1289,0.25549623370170593,4.2559503723906364e-21,0.9559264593297802,0.8640977641197397,OFFLOADED,1.0,No,1.0,0.0,0.0,False,True
1290,0.3852761387825012,1.769020001233407e-06,0.9674792408054245,0.9124633348478985,OFFLOADED,0.0,Yes,0.0,0.0,0.0,False,True
1291,0.2667234241962433,6.8995503898374544e-18,0.9738183397403374,0.9438073811697778,OFFLOADED,1.0,No,1.0,0.0,0.0,False,False
1292,0.47036099433898926,0.0006437492408032762,0.4291696271535903,1.8150716150011027e-14,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1293,0.731354296207428,0.48356583803582587,0.9693054838073458,0.9214409383766142,OFFLOADED,0.0,Yes,0.0,0.0,0.0,False,True
